,Unnamed: 0,CamId,Filename,S_Spring,S_Summer,S_Fall,S_Winter,D_Night,D_Twilight,D_Sunrise,D_Sunset,D_Day,D_FullDaylight,I_Height,I_Width,I_LowestSky,I_Low09Sky,TimeStamp,DQ_TimeDiffers,IQ_Empty,IQ_Noise,Conds,Fog,Rain,Snow,Hail,Thunder
163,6226,260,20130307_054503.jpg,1,0,0,0,1,0,0,0,0,0,720,1280,337,325,03:08-5,143,0,0.8372901869742482,Overcast,0,0,0,0,0
164,82551,6798,20130205_052354.jpg,0,0,0,1,1,0,0,0,0,0,480,640,352,350,07:00-1,157,0,26.987.396.439.785.900,Clear,0,0,0,0,0
165,72195,17244,20121030_020550.jpg,0,0,1,0,1,0,0,0,0,0,480,640,157,142,17:43-6,142,0,14.487.505.876.837.400,Overcast,0,0,0,0,0
166,42076,162,20130804_040829.jpg,0,1,0,0,1,0,0,0,0,0,720,1280,521,513,18:52-6,196,0,20.389.042.949.859.800,Clear,0,0,0,0,0
167,15250,5021,20131010_054631.jpg,1,0,0,0,1,0,0,0,0,0,480,640,257,254,06:00-3,194,0,0.20350127838008164,Clear,0,0,0,0,0
168,4631,3297,20130326_123116.jpg,1,0,0,0,1,0,0,0,0,0,412,550,242,236,07:00-8,149,1,0.0,Overcast,0,0,0,0,0
169,32380,19388,20130620_224404.jpg,0,1,0,0,1,0,0,0,0,0,960,1280,396,393,23:50+1,6,0,17.902.892.584.794.700,Unknown,0,0,0,0,0
170,24589,3837,20140417_032218.jpg,1,0,0,0,1,0,0,0,0,0,480,640,124,119,05:00+0,98,0,15.567.323.294.308.800,,0,0,0,0,0
171,40557,8887,20130713_203816.jpg,0,1,0,0,1,0,0,0,0,0,768,1024,52,48,20:50+1,48,0,0.9357143870994412,Mostly Cloudy,0,0,0,0,0
172,52004,162,20130928_003832.jpg,0,0,1,0,1,0,0,0,0,0,720,1280,521,513,17:52-6,46,0,1.896.583.897.936.230,Clear,0,0,0,0,0
173,88079,4795,20121220_043423.jpg,0,0,0,1,1,0,0,0,0,0,381,508,52,49,08:00+1,146,0,0.2051644979125032,Patches of Fog,1,0,0,0,0
174,50297,11160,20130609_212320.jpg,0,1,0,0,1,0,0,0,0,0,480,640,233,232,19:50+0,93,0,1.565.220.291.059.500,Mostly Cloudy,0,0,0,0,1
175,23645,7233,20130321_213143.jpg,1,0,0,0,1,0,0,0,0,0,720,1280,258,247,20:20+1,131,0,0.6238095913996273,Mostly Cloudy,0,0,0,0,0
176,15983,10917,20130515_202421.jpg,1,0,0,0,1,0,0,0,0,0,960,1280,959,959,18:50+0,94,0,0.6238095913996229,Rain,0,1,0,0,0
177,48246,21511,20140830_080213.jpg,0,1,0,0,1,0,0,0,0,0,480,640,231,226,00:41-7,21,0,9.120.378.201.965.880,Scattered Clouds,0,0,0,0,0
178,53681,4232,20141009_132052.jpg,0,0,1,0,1,0,0,0,0,0,480,800,286,285,04:51-7,89,0,0.3706505546263907,Overcast,0,0,0,0,0
179,68126,18590,20120902_030926.jpg,0,0,1,0,1,0,0,0,0,0,480,640,280,268,17:52-6,197,0,0.3209927962332567,Mostly Cloudy,0,0,0,0,0
180,76976,623,20130114_044150.jpg,0,0,0,1,1,0,0,0,0,0,720,1280,435,435,21:52-6,49,0,15.277.159.766.320.200,Overcast,0,0,0,0,0
181,10379,17218,20130413_074016.jpg,1,0,0,0,1,0,0,0,0,0,600,960,310,310,06:00-4,140,1,1,14E-17,Unknown,0,0,0,0,0
182,53483,11160,20131111_035307.jpg,0,0,1,0,1,0,0,0,0,0,480,640,233,232,06:20+0,147,0,12.941.526.482.177.200,Scattered Clouds,0,0,0,0,0
183,21521,18590,20130324_100922.jpg,1,0,0,0,1,0,0,0,0,0,480,640,280,268,00:52-6,197,0,0.345821675429833,Thunderstorms and Rain,0,1,0,0,1
184,24169,21511,20130323_030604.jpg,1,0,0,0,1,0,0,0,0,0,480,640,231,226,17:46-7,140,0,0.7685651108531234,Clear,0,0,0,0,0
185,20311,3888,20130311_051358.jpg,1,0,0,0,1,0,0,0,0,0,240,320,69,68,06:00+0,47,0,0.1265795183866142,Overcast,0,0,0,0,0
186,44214,7233,20130731_200141.jpg,0,1,0,0,1,0,0,0,0,0,720,1280,258,247,20:20+1,41,0,0.3276456743629489,Partly Cloudy,0,0,0,0,0
187,86405,623,20130118_021150.jpg,0,0,0,1,1,0,0,0,0,0,720,1280,435,435,17:52-6,139,0,16.555.130.562.205.100,Clear,0,0,0,0,0
188,72476,204,20131122_001945.jpg,0,0,1,0,1,0,0,0,0,0,480,704,369,366,16:43-6,96,0,0.2283301575766557,Mostly Cloudy,0,0,0,0,0
189,60356,684,20131129_081146.jpg,0,0,1,0,1,0,0,0,0,0,720,1280,523,505,00:54-5,137,0,12.352.047.432.009.600,Clear,0,0,0,0,0
190,80152,9112,20131221_061925.jpg,0,0,0,1,1,0,0,0,0,0,480,640,265,262,06:20+0,1,0,0.3639976764967087,Clear,0,0,0,0,0
191,72142,17244,20131109_103548.jpg,0,0,1,0,1,0,0,0,0,0,480,640,157,142,05:09-6,34,0,8.825.105.601.590.290,Mostly Cloudy,0,0,0,0,0
192,93305,21510,20140227_033044.jpg,0,0,0,1,1,0,0,0,0,0,480,640,216,213,19:42-7,48,0,119.164.758.954.861,Clear,0,0,0,0,0
193,36188,623,20140708_104153.jpg,0,1,0,0,1,0,0,0,0,0,720,1280,435,435,03:52-6,49,0,26.199.158.368.731.600,Partly Cloudy,0,0,0,0,0
194,51196,8887,20130717_203807.jpg,0,1,0,0,1,0,0,0,0,0,768,1024,52,48,20:50+1,48,0,10.837.963.456.177.800,Scattered Clouds,0,0,0,0,0
195,54237,8733,20131129_020637.jpg,0,0,1,0,1,0,0,0,0,0,480,640,321,319,00:50+1,136,0,13.474.630.902.164.900,Unknown,0,0,0,0,0
196,76673,21510,20140128_123114.jpg,0,0,0,1,1,0,0,0,0,0,480,640,216,213,06:20-7,49,0,9.763.016.283.513.940,Clear,0,0,0,0,0
197,70888,22788,20141021_005731.jpg,0,0,1,0,1,0,0,0,0,0,800,1280,357,351,04:20+1,143,0,0.666814471663081,Overcast,0,0,0,0,0
198,3008,21511,20140306_043139.jpg,1,0,0,0,1,0,0,0,0,0,480,640,231,226,20:44-7,47,0,77.718.996.966.376.700,Scattered Clouds,0,0,0,0,0
199,84253,4795,20130223_223422.jpg,0,0,0,1,1,0,0,0,0,0,381,508,52,49,22:50+1,44,0,0.12657951838661327,Light Snow,1,0,1,0,0
200,16562,3837,20130308_024538.jpg,1,0,0,0,1,0,0,0,0,0,480,640,124,119,06:00+0,195,0,1,45E-01,,0,0,0,0,0
201,38854,21510,20140810_023042.jpg,0,1,0,0,1,0,0,0,0,0,480,640,216,213,18:45-7,45,0,0.3209927962332547,Mostly Cloudy,0,0,0,0,0
202,33364,8887,20130731_220809.jpg,0,1,0,0,1,0,0,0,0,0,768,1024,52,48,20:50+1,138,0,0.8029276489136851,Unknown,0,0,0,0,0
203,5949,623,20130302_111151.jpg,1,0,0,0,1,0,0,0,0,0,720,1280,435,435,02:52-6,139,0,15.736.016.376.297.700,Clear,0,0,0,0,0
204,52755,162,20140915_033838.jpg,0,0,1,0,1,0,0,0,0,0,720,1280,521,513,20:52-6,46,0,17.080.515.953.479.500,Overcast,0,0,0,0,0
205,3574,21511,20140315_110148.jpg,1,0,0,0,1,0,0,0,0,0,480,640,231,226,01:42-7,139,0,7.117.260.836.993.340,Clear,0,0,0,0,0
206,2921,21510,20130512_103214.jpg,1,0,0,0,1,0,0,0,0,0,480,640,216,213,01:55-7,97,0,5.002.238.681.713.750,Partly Cloudy,0,0,0,0,0
207,7147,3837,20130525_004526.jpg,1,0,0,0,1,0,0,0,0,0,480,640,124,119,04:00+0,195,0,10.472.183.146.358.900,,0,0,0,0,0
208,79306,4181,20130125_064655.jpg,0,0,0,1,1,0,0,0,0,0,480,640,166,155,22:58-7,48,0,4,51E-02,Mostly Cloudy,0,0,0,0,0
209,46330,4584,20130729_193650.jpg,0,1,0,0,1,0,0,0,0,0,480,640,246,245,22:20+2,44,0,10.544.648.323.046.900,Clear,0,0,0,0,0
210,84800,8438,20130220_021633.jpg,0,0,0,1,1,0,0,0,0,0,600,800,271,267,17:53-6,143,0,0.5493229538099099,Overcast,0,0,0,0,0
211,61933,11160,20130921_022312.jpg,0,0,1,0,1,0,0,0,0,0,480,640,233,232,00:50+0,93,0,15.937.321.359.853.600,Scattered Clouds,0,0,0,0,0
212,43064,3837,20140612_005216.jpg,0,1,0,0,1,0,0,0,0,0,480,640,124,119,00:50+0,2,0,13.617.842.615.875.800,Unknown,0,0,0,0,0
213,17883,11160,20130502_015314.jpg,1,0,0,0,1,0,0,0,0,0,480,640,233,232,04:20+0,147,0,11.967.438.632.042.300,Scattered Clouds,0,0,0,0,0
214,3002,7233,20130529_210143.jpg,1,0,0,0,1,0,0,0,0,0,720,1280,258,247,20:20+1,101,0,0.11749151785317302,Mostly Cloudy,0,0,0,0,0
215,78335,623,20131204_061150.jpg,0,0,0,1,1,0,0,0,0,0,720,1280,435,435,01:04-6,53,0,1.815.563.796.006.590,Mostly Cloudy,0,0,0,0,0
216,40260,204,20140611_034945.jpg,0,1,0,0,1,0,0,0,0,0,480,704,369,366,22:37-6,48,0,0.32099279623325466,Overcast,0,0,0,0,0
217,11097,623,20140413_044152.jpg,1,0,0,0,1,0,0,0,0,0,720,1280,435,435,21:52-6,49,0,19.097.702.404.058.400,Mostly Cloudy,0,0,0,0,0
218,73240,684,20120920_074155.jpg,0,0,1,0,1,0,0,0,0,0,720,1280,523,505,01:54-5,47,0,18.217.710.158.057.300,Overcast,0,0,0,0,0
219,47317,623,20140809_031200.jpg,0,1,0,0,1,0,0,0,0,0,720,1280,435,435,18:52-6,140,0,28.006.096.969.584.000,Clear,0,0,0,0,0
220,76432,3837,20130114_181523.jpg,0,0,0,1,1,0,0,0,0,0,480,640,124,119,15:50+0,145,0,0.5244940746133355,Overcast,0,0,0,0,0
221,87429,19388,20130228_191415.jpg,0,0,0,1,1,0,0,0,0,0,960,1280,396,393,17:50+1,144,0,0.4136554348898549,Clear,0,0,0,0,0
222,91761,6798,20130209_025359.jpg,0,0,0,1,1,0,0,0,0,0,480,640,352,350,07:00-1,307,0,2.102.846.543.260.840,Mostly Cloudy,0,0,0,0,0
223,82423,5020,20130807_091532.jpg,0,0,0,1,1,0,0,0,0,0,480,640,247,243,07:00-3,45,0,0.1853252773132001,Scattered Clouds,0,0,0,0,0
224,434,19834,20140430_013242.jpg,1,0,0,0,1,0,0,0,0,0,512,672,283,282,18:47-6,45,0,0.6536281291934689,Overcast,0,0,0,0,0
225,27948,10870,20130804_200806.jpg,0,1,0,0,1,0,0,0,0,0,480,640,185,183,20:20+1,48,0,2.718.698.278.367.660,Clear,0,0,0,0,0
226,50414,19834,20140602_083240.jpg,0,1,0,0,1,0,0,0,0,0,512,672,283,282,00:53-6,99,0,11.760.133.259.438.300,Mostly Cloudy,0,0,0,0,0
227,9429,260,20130403_101504.jpg,1,0,0,0,1,0,0,0,0,0,720,1280,337,325,06:04-5,49,0,0.8566837492430024,Clear,0,0,0,0,0
228,5855,4679,20140309_214016.jpg,1,0,0,0,1,0,0,0,0,0,480,640,188,185,23:20+1,40,0,0.13566751892005435,Unknown,0,0,0,0,0
229,88664,21510,20140203_123048.jpg,0,0,0,1,1,0,0,0,0,0,480,640,216,213,06:20-7,50,0,8.968.556.142.880.670,Clear,0,0,0,0,0
230,48544,65,20140605_043305.jpg,0,1,0,0,1,0,0,0,0,0,720,1280,425,420,21:35-7,2,0,8.451.454.852.439.820,Clear,0,0,0,0,0
231,16177,65,20130406_090316.jpg,1,0,0,0,1,0,0,0,0,0,720,1280,425,420,01:15-7,48,0,7.902.903.801.501.240,Clear,0,0,0,0,0
232,26878,21510,20130821_023042.jpg,0,1,0,0,1,0,0,0,0,0,480,640,216,213,17:53-7,97,0,7.804.272.770.625.040,Overcast,0,0,0,0,0
233,65067,8887,20131004_200801.jpg,0,0,1,0,1,0,0,0,0,0,768,1024,52,48,18:50+1,138,0,0.8877198482387187,Mostly Cloudy,0,0,0,0,0
234,82378,260,20130207_091459.jpg,0,0,0,1,1,0,0,0,0,0,720,1280,337,325,02:41-5,93,0,18.618.951.153.348.900,Clear,0,0,0,0,0
235,90174,3395,20110116_010729.jpg,0,0,0,1,1,0,0,0,0,0,485,974,277,275,02:00+0,53,0,0.5593022710044513,,0,0,0,0,0
236,12937,7371,20120302_054713.jpg,1,0,0,0,1,0,0,0,0,0,960,1280,487,482,06:50+1,3,0,0.6916433508596553,Fog,1,0,0,0,0
237,70651,4232,20140916_112045.jpg,0,0,1,0,1,0,0,0,0,0,480,800,286,285,02:51-7,89,0,0.3888265556932833,Mostly Cloudy,0,0,0,0,0
238,83145,260,20131206_094458.jpg,0,0,0,1,1,0,0,0,0,0,720,1280,337,325,07:11-5,147,0,0.7843059895162552,Overcast,0,0,0,0,0
239,88455,17218,20130124_111018.jpg,0,0,0,1,1,0,0,0,0,0,600,960,310,310,08:00-4,50,0,1,83E-16,,0,0,0,0,0
240,2090,21510,20130307_083217.jpg,1,0,0,0,1,0,0,0,0,0,480,640,216,213,00:49-7,43,0,386.943.706.678.438,Clear,0,0,0,0,0
241,78081,18590,20131222_120926.jpg,0,0,0,1,1,0,0,0,0,0,480,640,280,268,04:37-6,92,0,0.43848431408642746,Mostly Cloudy,0,0,0,0,0
242,87274,684,20130228_011157.jpg,0,0,0,1,1,0,0,0,0,0,720,1280,523,505,17:54-5,137,0,13.699.809.454.599.200,Mostly Cloudy,0,0,0,0,0
243,19816,684,20140512_014152.jpg,1,0,0,0,1,0,0,0,0,0,720,1280,523,505,19:54-5,47,0,24.985.648.046.633.500,Light Thunderstorms and Rain,0,1,0,0,1
244,55637,5021,20130512_064627.jpg,0,0,1,0,1,0,0,0,0,0,480,640,257,254,07:00-3,194,0,0.18532527731320034,Unknown,0,0,0,0,0
245,91595,4584,20130115_020654.jpg,0,0,0,1,1,0,0,0,0,0,480,640,246,245,00:50+2,196,0,5.188.216.448.108.510,Mostly Cloudy,0,0,0,0,0
246,77767,17218,20131213_111018.jpg,0,0,0,1,1,0,0,0,0,0,600,960,310,310,08:00-4,50,0,4,57E-18,,0,0,0,0,0
247,88380,4795,20121205_180422.jpg,0,0,0,1,1,0,0,0,0,0,381,508,52,49,15:50+1,194,0,0.3011535756339493,Clear,0,0,0,0,0
248,76515,4795,20121202_030417.jpg,0,0,0,1,1,0,0,0,0,0,381,508,52,49,00:50+1,194,0,0.3582361150281166,Clear,0,0,0,0,0
249,70539,17244,20121101_033557.jpg,0,0,1,0,1,0,0,0,0,0,480,640,157,142,21:41-6,6,0,15.600.348.857.377.700,Mostly Cloudy,0,0,0,0,0
250,32304,19388,20130822_201415.jpg,0,1,0,0,1,0,0,0,0,0,960,1280,396,393,18:50+1,144,0,0.6734673497927739,Clear,0,0,0,0,0
251,86183,8887,20140226_190806.jpg,0,0,0,1,1,0,0,0,0,0,768,1024,52,48,17:50+1,138,0,13.121.265.031.944.300,Overcast,0,0,0,0,0
252,53179,17244,20131021_020550.jpg,0,0,1,0,1,0,0,0,0,0,480,640,157,142,17:42-6,143,0,12.902.675.363.982.700,Mostly Cloudy,0,0,0,0,0
253,73706,6798,20130905_012356.jpg,0,0,1,0,1,0,0,0,0,0,480,640,352,350,06:00-1,337,0,24.522.334.853.350.500,Partly Cloudy,0,0,0,0,0
254,82565,623,20121214_104152.jpg,0,0,0,1,1,0,0,0,0,0,720,1280,435,435,03:52-6,49,0,17.042.794.979.525.600,Overcast,0,0,0,0,0
255,25992,4181,20130803_083146.jpg,0,1,0,0,1,0,0,0,0,0,480,640,166,155,00:58-7,33,0,2,06E-02,Partly Cloudy,0,0,0,0,0
256,39734,4181,20130723_104654.jpg,0,1,0,0,1,0,0,0,0,0,480,640,166,155,02:58-7,48,0,2,06E-02,Clear,0,0,0,0,0
257,13020,623,20130328_054157.jpg,1,0,0,0,1,0,0,0,0,0,720,1280,435,435,22:52-6,49,0,16.588.394.952.853.500,Clear,0,0,0,0,0
258,55867,11331,20140916_024130.jpg,0,0,1,0,1,0,0,0,0,0,665,857,181,180,05:20+1,99,1,1,14E-17,Shallow Fog,1,0,0,0,0
259,88360,3297,20130211_063116.jpg,0,0,0,1,1,0,0,0,0,0,412,550,242,236,23:22-8,51,0,0.34582167542982745,Overcast,0,0,0,0,0
260,92622,3297,20130130_103112.jpg,0,0,0,1,1,0,0,0,0,0,412,550,242,236,05:00-8,149,1,0.0,Overcast,0,0,0,0,0
261,18265,18590,20130307_020927.jpg,1,0,0,0,1,0,0,0,0,0,480,640,280,268,16:52-6,197,0,0.37065055462639984,Partly Cloudy,0,0,0,0,0
262,38469,18590,20130605_043930.jpg,0,1,0,0,1,0,0,0,0,0,480,640,280,268,21:52-6,47,0,0.3209927962332543,Thunderstorms and Rain,0,1,0,0,1
263,54496,9483,20131119_205410.jpg,0,0,1,0,1,0,0,0,0,0,647,1024,306,302,21:50+1,4,0,0.30281679516637205,Rain,0,1,0,0,0
264,77606,11160,20131206_045311.jpg,0,0,0,1,1,0,0,0,0,0,480,640,233,232,07:20+0,147,0,13.374.901.723.876.600,Light Drizzle,0,0,0,0,0
265,141,11160,20130305_035313.jpg,1,0,0,0,1,0,0,0,0,0,480,640,233,232,06:20+0,147,0,1.587.061.774.463.420,Mist,0,0,0,0,0
266,23583,22788,20140416_015730.jpg,1,0,0,0,1,0,0,0,0,0,800,1280,357,351,05:20+1,143,0,0.6118408101318897,Overcast,0,0,0,0,0
267,46921,17244,20130802_070553.jpg,0,1,0,0,1,0,0,0,0,0,480,640,157,142,05:14-6,249,0,8.440.496.801.622.950,Clear,0,0,0,0,0
268,79378,5021,20130817_064633.jpg,0,0,0,1,1,0,0,0,0,0,480,640,257,254,07:00-3,194,0,0.18532527731320025,Unknown,0,0,0,0,0
269,87610,5020,20130619_034628.jpg,0,0,0,1,1,0,0,0,0,0,480,640,247,243,04:00-3,194,0,0.25315903677322743,Light Drizzle,0,0,0,0,0
270,11175,3888,20130324_044219.jpg,1,0,0,0,1,0,0,0,0,0,240,320,69,68,05:30+0,48,0,2,48E-01,Mostly Cloudy,0,0,0,0,0
271,9114,4181,20130312_060153.jpg,1,0,0,0,1,0,0,0,0,0,480,640,166,155,18:58-7,243,0,1,45E-02,Clear,0,0,0,0,0
272,2299,11331,20140407_194127.jpg,1,0,0,0,1,0,0,0,0,0,665,857,181,180,22:20+1,99,0,1,14E-17,Clear,0,0,0,0,0
273,93107,19388,20130126_044410.jpg,0,0,0,1,1,0,0,0,0,0,960,1280,396,393,07:20+1,96,0,0.4881420724795736,Scattered Clouds,0,0,0,0,0
274,20157,684,20140305_001152.jpg,1,0,0,0,1,0,0,0,0,0,720,1280,523,505,16:54-5,137,0,13.336.289.433.261.600,Partly Cloudy,0,0,0,0,0
275,77005,9112,20131216_214922.jpg,0,0,0,1,1,0,0,0,0,0,480,640,265,262,21:50+0,1,0,0.4881420724795738,Mostly Cloudy,0,0,0,0,0
276,17747,8438,20130309_014638.jpg,1,0,0,0,1,0,0,0,0,0,600,800,271,267,21:23-6,97,0,0.7843059895162506,Overcast,0,0,0,0,0
277,83166,204,20140130_011945.jpg,0,0,0,1,1,0,0,0,0,0,480,704,369,366,16:54-6,145,0,0.18532527731319887,Light Snow,0,0,1,0,0
278,26898,5020,20131206_064541.jpg,0,1,0,0,1,0,0,0,0,0,480,640,247,243,07:00-3,195,0,3,97E-01,Partly Cloudy,0,0,0,0,0
279,47558,22788,20140705_232730.jpg,0,1,0,0,1,0,0,0,0,0,800,1280,357,351,01:20+1,53,0,0.6486384705962004,Overcast,0,0,0,0,0
280,62043,9483,20130930_222413.jpg,0,0,1,0,1,0,0,0,0,0,647,1024,306,302,21:50+1,94,0,0.3209927962332535,Clear,0,0,0,0,0
281,81971,3395,20111231_190732.jpg,0,0,0,1,1,0,0,0,0,0,485,974,277,275,20:00+0,53,0,0.5795871499342962,,0,0,0,0,0
282,85599,3396,20131213_010841.jpg,0,0,0,1,1,0,0,0,0,0,960,1280,484,482,01:20+1,48,0,0.3458216754298278,Light Freezing Fog,1,0,0,0,0
283,15434,5020,20131123_044533.jpg,1,0,0,0,1,0,0,0,0,0,480,640,247,243,05:00-3,195,0,0.3028167951663735,Clear,0,0,0,0,0
284,25884,19106,20130705_013642.jpg,0,1,0,0,1,0,0,0,0,0,480,640,256,255,23:00-5,144,0,2.333.198.161.739.230,Unknown,0,0,0,0,0
285,25453,162,20130301_100837.jpg,1,0,0,0,1,0,0,0,0,0,720,1280,521,513,02:35-6,93,0,13.875.044.574.452.500,Overcast,0,0,0,0,0
286,59556,22788,20141006_205727.jpg,0,0,1,0,1,0,0,0,0,0,800,1280,357,351,22:50+1,53,0,0.5989807122030544,Mostly Cloudy,0,0,0,0,0
287,94550,6798,20131209_052352.jpg,0,0,0,1,1,0,0,0,0,0,480,640,352,350,07:00-1,157,0,15.171.715.873.171.700,Clear,0,0,0,0,0
288,78822,10917,20120207_012406.jpg,0,0,0,1,1,0,0,0,0,0,960,1280,959,959,01:20+0,4,0,0.5923278340733507,Partly Cloudy,0,0,0,0,0
289,91115,6798,20131223_062359.jpg,0,0,0,1,1,0,0,0,0,0,480,640,352,350,07:00-1,97,0,18.896.047.752.657.600,Partly Cloudy,0,0,0,0,0
290,58708,260,20141024_094521.jpg,0,0,1,0,1,0,0,0,0,0,720,1280,337,325,03:56-5,49,0,0.8984710683045823,Scattered Clouds,0,0,0,0,0
291,61929,204,20130926_004958.jpg,0,0,1,0,1,0,0,0,0,0,480,704,369,366,18:54-6,5,0,0.2531590367732287,Clear,0,0,0,0,0
292,84020,684,20121203_104147.jpg,0,0,0,1,1,0,0,0,0,0,720,1280,523,505,04:54-5,47,0,16.818.857.411.597.400,Scattered Clouds,0,0,0,0,0
293,19109,162,20140521_063824.jpg,1,0,0,0,1,0,0,0,0,0,720,1280,521,513,00:52-6,14,0,1.833.294.138.742.920,Overcast,0,0,0,0,0
294,59458,65,20140918_050311.jpg,0,0,1,0,1,0,0,0,0,0,720,1280,425,420,21:15-7,48,0,8.434.822.657.115.590,Scattered Clouds,0,0,0,0,0
295,12354,3837,20140418_032221.jpg,1,0,0,0,1,0,0,0,0,0,480,640,124,119,05:00+0,98,0,13.627.583.105.490.800,,0,0,0,0,0
296,25751,9730,20131015_175706.jpg,1,0,0,0,1,0,0,0,0,0,480,640,182,179,18:00-4,243,0,0.6701409107279321,Clear,0,0,0,0,0
297,68363,623,20140929_074156.jpg,0,0,1,0,1,0,0,0,0,0,720,1280,435,435,00:52-6,49,0,21.795.614.725.033.000,Mostly Cloudy,0,0,0,0,0
298,35434,1093,20140731_062402.jpg,0,1,0,0,1,0,0,0,0,0,480,640,212,207,00:53-6,29,0,11.425.421.045.443.600,Clear,0,0,0,0,0
299,63820,19388,20131116_231404.jpg,0,0,1,0,1,0,0,0,0,0,960,1280,396,393,01:00+1,46,0,0.6419855924665091,Overcast,0,0,0,0,0
300,61213,204,20141003_024948.jpg,0,0,1,0,1,0,0,0,0,0,480,704,369,366,20:54-6,5,0,0.32099279623325394,Overcast,0,0,0,0,0
301,71619,8887,20141007_190813.jpg,0,0,1,0,1,0,0,0,0,0,768,1024,52,48,17:50+1,138,0,13.869.393.853.249.300,Scattered Clouds,0,0,0,0,0
302,59552,18590,20130908_030920.jpg,0,0,1,0,1,0,0,0,0,0,480,640,280,268,17:52-6,197,0,0.3524745535595195,Scattered Clouds,0,0,0,0,0
303,68028,17244,20121029_020554.jpg,0,0,1,0,1,0,0,0,0,0,480,640,157,142,17:45-6,140,0,12.379.963.922.691.500,Overcast,0,0,0,0,0
304,79614,260,20130123_114456.jpg,0,0,0,1,1,0,0,0,0,0,720,1280,337,325,08:23-5,99,0,0.780979550451407,Clear,0,0,0,0,0
305,86567,6798,20130121_020959.jpg,0,0,0,1,1,0,0,0,0,0,480,640,352,350,07:00-1,351,0,21.294.580.557.796.000,Scattered Clouds,0,0,0,0,0
306,51664,4679,20140728_011016.jpg,0,1,0,0,1,0,0,0,0,0,480,640,188,185,03:00+1,50,1,0.0,,0,0,0,0,0
307,12080,3888,20130320_051406.jpg,1,0,0,0,1,0,0,0,0,0,240,320,69,68,06:00+0,46,0,2,06E-02,Mostly Cloudy,0,0,0,0,0
308,83828,8953,20130111_054256.jpg,0,0,0,1,1,0,0,0,0,0,960,1280,594,586,07:50+1,68,1,2,28E-18,Rain,0,1,0,0,0
309,42241,9483,20130827_202415.jpg,0,1,0,0,1,0,0,0,0,0,647,1024,306,302,19:50+1,94,0,0.277987915969802,Mostly Cloudy,0,0,0,0,0
310,32632,204,20140604_031943.jpg,0,1,0,0,1,0,0,0,0,0,480,704,369,366,18:54-6,145,0,0.21015415650977207,Scattered Clouds,0,0,0,0,0
311,376,8887,20140312_183806.jpg,1,0,0,0,1,0,0,0,0,0,768,1024,52,48,18:50+1,48,0,10.358.018.067.570.500,Unknown,0,0,0,0,0
312,40261,65,20140829_073309.jpg,0,1,0,0,1,0,0,0,0,0,720,1280,425,420,00:35-7,2,0,7.741.189.842.182.740,Clear,0,0,0,0,0
313,74327,623,20130119_004154.jpg,0,0,0,1,1,0,0,0,0,0,720,1280,435,435,17:52-6,49,0,1.601.311.297.560.650,Clear,0,0,0,0,0
314,19521,8887,20130505_023815.jpg,1,0,0,0,1,0,0,0,0,0,768,1024,52,48,02:50+1,48,0,11.367.805.430.757.700,Mist,0,0,0,0,0
315,79455,684,20131224_091158.jpg,0,0,0,1,1,0,0,0,0,0,720,1280,523,505,01:54-5,137,0,1.344.499.577.181.790,Clear,0,0,0,0,0
316,74789,9730,20130621_205701.jpg,0,0,0,1,1,0,0,0,0,0,480,640,182,179,21:00-4,243,0,0.4384843140864259,,0,0,0,0,0
317,55124,19388,20130919_024401.jpg,0,0,1,0,1,0,0,0,0,0,960,1280,396,393,05:20+1,96,0,0.5509861733423321,Light Rain,0,1,0,0,0
318,16322,623,20140325_061155.jpg,1,0,0,0,1,0,0,0,0,0,720,1280,435,435,00:52-6,41,0,16.583.938.369.548.100,Clear,0,0,0,0,0
319,60983,260,20131115_064454.jpg,0,0,1,0,1,0,0,0,0,0,720,1280,337,325,02:32-5,48,0,0.8170053080443936,Clear,0,0,0,0,0
320,14081,19388,20130311_041407.jpg,1,0,0,0,1,0,0,0,0,0,960,1280,396,393,02:50+1,144,0,0.8091348687128286,Unknown,0,0,0,0,0
321,83361,19388,20130123_054407.jpg,0,0,0,1,1,0,0,0,0,0,960,1280,396,393,08:20+1,96,0,0.5063180735464549,Unknown,0,0,0,0,0
322,6316,4679,20140410_031017.jpg,1,0,0,0,1,0,0,0,0,0,480,640,188,185,05:00+1,50,0,0.0,Light Rain,0,1,0,0,0
323,66029,162,20140907_090831.jpg,0,0,1,0,1,0,0,0,0,0,720,1280,521,513,00:52-6,136,0,16.344.562.744.193.300,Clear,0,0,0,0,0
324,78930,22788,20140217_172725.jpg,0,0,0,1,1,0,0,0,0,0,800,1280,357,351,16:50+1,97,0,0.5063180735464538,Clear,0,0,0,0,0
325,62873,684,20121112_074145.jpg,0,0,1,0,1,0,0,0,0,0,720,1280,523,505,01:54-5,47,0,18.284.238.939.354.300,Overcast,0,0,0,0,0
326,85147,21510,20140131_030058.jpg,0,0,0,1,1,0,0,0,0,0,480,640,216,213,17:45-7,135,0,108.597.047.238.891,Mostly Cloudy,0,0,0,0,0
327,14560,1093,20140517_022357.jpg,1,0,0,0,1,0,0,0,0,0,480,640,212,207,18:53-6,90,0,13.741.987.011.858.600,Partly Cloudy,0,0,0,0,0
